r_true,K_true,R_true,noise_sd,dt,duration,converged,r_est,K_est,R_est,O2_0_est,pseudo_R2
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009516885770864243,0.00202775263140085,2.02775263140085e-12,1.0003676691022132,0.9986271560093236
0.01,0.002,2e-12,0.002,1,60,TRUE,0.01105528371412653,0.001943305425311067,1.943305425311067e-12,0.9995131080445004,0.9987946380597522
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010090237575152742,0.001992732297626778,1.992732297626778e-12,0.9998605171901555,0.9980734614397019
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009591195633943258,0.0020309307490520654,2.0309307490520653e-12,1.0004620878679908,0.9984974438594423
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010790838656212833,0.0019520270394095757,1.9520270394095755e-12,0.9997801963162919,0.9984790698815215
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009095412310659502,0.002056008944144038,2.056008944144038e-12,1.0007406984393548,0.9981364248751521
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009433527625980822,0.002022996590313549,2.022996590313549e-12,0.9997782423549619,0.9985265240823473
0.01,0.002,2e-12,0.002,1,60,TRUE,0.01056327946923229,0.00195197547581248,1.95197547581248e-12,0.9994810567550708,0.998287298307992
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010155503688809133,0.0019778910076164386,1.9778910076164387e-12,0.9995715786099006,0.9986947751119354
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010352232609965458,0.001986463645222628,1.9864636452226277e-12,0.99963426586131,0.9983679057778472
0.01,0.002,2e-12,0.002,1,60,TRUE,0.011123238811102082,0.0019314016290969726,1.9314016290969724e-12,0.9990793075581857,0.9984224028097805
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009676081116677351,0.0019928753220939763,1.9928753220939764e-12,0.9992910625179311,0.9984044094704378
0.01,0.002,2e-12,0.002,1,60,TRUE,0.008920743654065241,0.0020767310991133586,2.0767310991133585e-12,1.0011864653596088,0.9982776419919185
0.01,0.002,2e-12,0.002,1,60,TRUE,0.01020774380959874,0.00197713306658703,1.97713306658703e-12,0.999456008833054,0.9978569498073336
0.01,0.002,2e-12,0.002,1,60,TRUE,0.008999119486321826,0.002061418691990438,2.061418691990438e-12,1.0011360465693488,0.9982814240513458
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009447110689922843,0.0020281027081595275,2.0281027081595274e-12,0.9998020593651692,0.998335433467978
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010685701378216119,0.001955677136180784,1.955677136180784e-12,0.9997580048253348,0.9980875611904373
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009074832771038868,0.0020657305047415164,2.0657305047415162e-12,1.0010089289560427,0.9984240513883403
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009930724347659254,0.002002738541564164,2.002738541564164e-12,0.9998940411422483,0.9984651034823809
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010225640720270365,0.001995744438135817,1.995744438135817e-12,0.9998725890719969,0.9981409092400465
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009881597688574743,0.0020220151704647463,2.0220151704647464e-12,1.000896086660714,0.9988934516680669
0.01,0.002,2e-12,0.002,1,60,TRUE,0.00918355419262476,0.002049758436934223,2.049758436934223e-12,1.0003347436098426,0.9980504068927285
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009788641721200449,0.0020023649419957136,2.0023649419957137e-12,0.9998318019368776,0.9987372463627696
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010489463818439989,0.001966537928523509,1.966537928523509e-12,0.999472888780374,0.9982750653940073
0.01,0.002,2e-12,0.002,1,60,TRUE,0.00940146915134269,0.0020418629391501485,2.0418629391501486e-12,1.0011172686753025,0.9986761915145247
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009000165769734057,0.002049995216478266,2.049995216478266e-12,1.0001003444345875,0.9984111485885926
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009252679030960064,0.0020534160734243237,2.0534160734243236e-12,1.0008613771976371,0.9979347226418143
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009906885839840443,0.0020177601209006267,2.0177601209006267e-12,1.0004256634906623,0.9977991664485397
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010058334320985652,0.001995999109398209,1.9959991093982087e-12,1.000155611026218,0.9986069866500007
0.01,0.002,2e-12,0.002,1,60,TRUE,0.00958653201213098,0.0020213578706787696,2.0213578706787695e-12,1.0001149052249216,0.9982345993906557
0.01,0.002,2e-12,0.002,1,60,TRUE,0.01040408659026222,0.0019830945838383808,1.983094583838381e-12,1.000309010022566,0.9979267697005432
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010394544122971602,0.001968483180852747,1.968483180852747e-12,0.9996353149694082,0.9980749548127542
0.01,0.002,2e-12,0.002,1,60,TRUE,0.00982273159512622,0.002013424012761232,2.013424012761232e-12,1.0003646180795822,0.9986195287198437
0.01,0.002,2e-12,0.002,1,60,TRUE,0.008858471333817326,0.002083759520675743,2.083759520675743e-12,1.0007176230249277,0.9989568930366077
0.01,0.002,2e-12,0.002,1,60,TRUE,0.009526508874281515,0.0020354222784877444,2.0354222784877444e-12,1.000251146309343,0.9985953473822234
0.01,0.002,2e-12,0.002,1,60,TRUE,0.01158132845321748,0.0018944356653727082,1.8944356653727083e-12,0.9985525985176313,0.9986793251898066
0.01,0.002,2e-12,0.002,1,60,TRUE,0.008554936246322463,0.002093633228046046,2.0936332280460462e-12,1.000648299390337,0.9986770070065241
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010181938456416083,0.002001517771745532,2.001517771745532e-12,1.000315241248731,0.998617334036032
0.01,0.002,2e-12,0.002,1,60,TRUE,0.0106116816740193,0.0019858375951353996,1.9858375951353995e-12,1.0004117741761038,0.9981274132308113
0.01,0.002,2e-12,0.002,1,60,TRUE,0.01057037696956252,0.0019623918580640104,1.9623918580640105e-12,0.999528836730479,0.9986879559290194
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010788103046232657,0.0019613712096187407,1.9613712096187405e-12,1.000118805995463,0.9983142573859639
0.01,0.002,2e-12,0.002,1,60,TRUE,0.011136496745450624,0.0019234420607795093,1.9234420607795093e-12,0.9992190977856054,0.9983871536854688
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010469456205727678,0.0019632665494364095,1.9632665494364097e-12,0.9994440301453035,0.9982962573079447
0.01,0.002,2e-12,0.002,1,60,TRUE,0.00907067231003498,0.002050525629464049,2.050525629464049e-12,0.9996791259067185,0.9984054124251979
0.01,0.002,2e-12,0.002,1,60,TRUE,0.00892073872749213,0.0020667468993619976,2.0667468993619975e-12,1.0008469447517945,0.9983116030022844
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010100365791099962,0.001992928944448319,1.992928944448319e-12,0.9998942724106493,0.998362116536857
0.01,0.002,2e-12,0.002,1,60,TRUE,0.008992069361902878,0.0020770084355481865,2.0770084355481863e-12,1.001245989554351,0.9983535206322892
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010635797009731877,0.0019378621568474216,1.9378621568474217e-12,0.998823169817856,0.9982335323499265
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010427777651088274,0.0019971752660158633,1.9971752660158632e-12,1.000699580855368,0.9978460515403603
0.01,0.002,2e-12,0.002,1,60,TRUE,0.010280328066618096,0.0019897034013271254,1.9897034013271255e-12,1.0000008974475296,0.9981390501622457
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009858638982626983,0.0020128961028165458,2.0128961028165458e-12,0.9997928164878442,0.9998256555683761
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009923928527061063,0.002009368640166354,2.009368640166354e-12,1.0001392517641774,0.9997639513104536
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009887667311512313,0.0020143095447461745,2.0143095447461747e-12,1.0004085722158862,0.9998234244623205
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009985827002310276,0.0019978784374404656,1.9978784374404655e-12,0.9996072580830578,0.9997367035320794
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009917341793256545,0.002011841167110751,2.011841167110751e-12,1.0003809412406819,0.9998072946566954
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009897855582324405,0.002011712933084134,2.011712933084134e-12,0.9997847480481147,0.9998315219860016
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009856223044984564,0.002017772623097854,2.017772623097854e-12,1.000630925018549,0.9997923463075283
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009884652043012863,0.002020116537709147,2.0201165377091467e-12,1.0007184886124625,0.9997076853054266
0.01,0.002,2e-12,0.002,1,120,TRUE,0.00991951170835073,0.0020099666217999078,2.009966621799908e-12,1.0001635450174848,0.9998432782043458
0.01,0.002,2e-12,0.002,1,120,TRUE,0.01013582519136477,0.0019801096392255847,1.9801096392255847e-12,0.9993218774110254,0.9997760550835791
